2	0	0.63359375	0.5416666666666666	0.01015625	0.01328125
2	0	0.45625	0.3263888888888889	0.01640625	0.01640625
2	0	0.478125	0.2986111111111111	0.015625	0.00859375
3	0	0.42890625	0.39305555555555555	0.00703125	0.0109375
3	0	0.45546875	0.3277777777777778	0.0140625	0.015625
3	0	0.471875	0.2875	0.015625	0.015625
4	0	0.45625	0.3263888888888889	0.01640625	0.01640625
4	0	0.4796875	0.29444444444444445	0.0234375	0.028125
5	0	0.45703125	0.32222222222222224	0.0203125	0.021875
5	0	0.47890625	0.29305555555555557	0.01796875	0.02890625
5	0	0.92890625	0.2722222222222222	0.015625	0.0125
6	0	0.63359375	0.5430555555555555	0.01015625	0.0140625
6	0	0.45546875	0.32222222222222224	0.01796875	0.021875
6	0	0.48984375	0.275	0.00703125	0.01328125
7	0	0.45625	0.32222222222222224	0.01640625	0.021875
7	0	0.49609375	0.2777777777777778	0.0171875	0.015625
8	0	0.634375	0.5416666666666666	0.01171875	0.01484375
8	0	0.45625	0.3263888888888889	0.01640625	0.01640625
8	0	0.428125	0.2972222222222222	0.01484375	0.01484375
8	0	0.93046875	0.26944444444444443	0.0125	0.009375
8	0	0.49609375	0.2708333333333333	0.02421875	0.02109375
9	0	0.63203125	0.5430555555555555	0.0140625	0.0125
9	0	0.33984375	0.4986111111111111	0.015625	0.015625
9	0	0.46328125	0.4305555555555556	0.0140625	0.0140625
9	0	0.45625	0.3277777777777778	0.015625	0.015625
9	0	0.93046875	0.26944444444444443	0.0125	0.009375
9	0	0.5	0.26805555555555555	0.02578125	0.0203125
10	0	0.46328125	0.43472222222222223	0.01328125	0.00859375
10	0	0.45546875	0.3263888888888889	0.0171875	0.01640625
10	0	0.92890625	0.2722222222222222	0.015625	0.0125
10	0	0.50859375	0.25972222222222224	0.01953125	0.02109375
11	0	0.45625	0.3263888888888889	0.015625	0.01640625
11	0	0.428125	0.2972222222222222	0.01484375	0.01484375
11	0	0.92890625	0.2722222222222222	0.015625	0.0125
11	0	0.51015625	0.25416666666666665	0.02421875	0.0171875
12	0	0.45546875	0.3263888888888889	0.0171875	0.01640625
12	0	0.428125	0.2972222222222222	0.01484375	0.01484375
12	0	0.92890625	0.2722222222222222	0.015625	0.0125
12	0	0.51484375	0.2513888888888889	0.028125	0.01953125
13	0	0.3421875	0.5	0.01015625	0.01328125
13	0	0.45546875	0.3277777777777778	0.0171875	0.015625
13	0	0.428125	0.2972222222222222	0.01484375	0.01484375
13	0	0.928125	0.2722222222222222	0.01484375	0.01171875
13	0	0.5203125	0.25	0.01953125	0.0171875
14	0	0.45546875	0.3277777777777778	0.0171875	0.015625
14	0	0.428125	0.2972222222222222	0.01484375	0.01484375
14	0	0.928125	0.2722222222222222	0.01484375	0.01171875
14	0	0.52421875	0.24027777777777778	0.025	0.01875
15	0	0.45625	0.3277777777777778	0.015625	0.015625
15	0	0.428125	0.2972222222222222	0.01484375	0.01484375
15	0	0.928125	0.2722222222222222	0.01484375	0.01171875
15	0	0.5234375	0.24444444444444444	0.03828125	0.03359375
16	0	0.4484375	0.5861111111111111	0.0109375	0.0140625
16	0	0.45625	0.3277777777777778	0.015625	0.015625
16	0	0.428125	0.2972222222222222	0.01484375	0.01484375
16	0	0.92890625	0.2722222222222222	0.015625	0.0125
16	0	0.52890625	0.24166666666666667	0.03828125	0.02734375
17	0	0.45625	0.3277777777777778	0.015625	0.015625
17	0	0.428125	0.2972222222222222	0.01484375	0.01484375
17	0	0.92890625	0.2722222222222222	0.015625	0.0125
17	0	0.5328125	0.24027777777777778	0.0375	0.03515625
18	0	0.45625	0.3277777777777778	0.015625	0.015625
18	0	0.428125	0.2972222222222222	0.01484375	0.01484375
18	0	0.92890625	0.2722222222222222	0.015625	0.0125
18	0	0.53515625	0.2375	0.03984375	0.03515625
19	0	0.4484375	0.5861111111111111	0.0109375	0.0140625
19	0	0.45546875	0.3277777777777778	0.0171875	0.015625
19	0	0.92890625	0.2722222222222222	0.015625	0.0125
19	0	0.54140625	0.2263888888888889	0.03671875	0.02890625
20	0	0.45546875	0.3277777777777778	0.0171875	0.015625
20	0	0.5453125	0.2263888888888889	0.03515625	0.03515625
21	0	0.45625	0.3263888888888889	0.015625	0.01640625
21	0	0.5484375	0.2222222222222222	0.03671875	0.034375
22	0	0.45546875	0.3277777777777778	0.0171875	0.015625
22	0	0.54140625	0.22083333333333333	0.02265625	0.02265625
22	0	0.56015625	0.19722222222222222	0.021875	0.02265625
23	0	0.45546875	0.3277777777777778	0.0171875	0.015625
23	0	0.428125	0.2972222222222222	0.01484375	0.01484375
23	0	0.5546875	0.20555555555555555	0.034375	0.0359375
24	0	0.45546875	0.3277777777777778	0.0171875	0.015625
24	0	0.5578125	0.20416666666666666	0.0359375	0.03984375
25	0	0.45625	0.3277777777777778	0.015625	0.015625
25	0	0.55859375	0.20277777777777778	0.040625	0.03828125
26	0	0.45625	0.3277777777777778	0.015625	0.015625
26	0	0.55859375	0.20416666666666666	0.0421875	0.03671875
27	0	0.45625	0.3277777777777778	0.015625	0.015625
27	0	0.5625	0.2	0.03984375	0.0375
28	0	0.45546875	0.3263888888888889	0.0171875	0.01640625
28	0	0.5640625	0.19583333333333333	0.04140625	0.0328125
29	0	0.45625	0.3277777777777778	0.015625	0.015625
29	0	0.428125	0.2972222222222222	0.01484375	0.01484375
29	0	0.565625	0.18888888888888888	0.0421875	0.03828125
30	0	0.45546875	0.3277777777777778	0.0140625	0.015625
30	0	0.5671875	0.19444444444444445	0.040625	0.0328125
31	0	0.45625	0.3277777777777778	0.015625	0.015625
31	0	0.93046875	0.26944444444444443	0.01171875	0.00859375
31	0	0.57109375	0.18472222222222223	0.040625	0.0359375
32	0	0.334375	0.8916666666666667	0.0140625	0.01484375
32	0	0.45625	0.3277777777777778	0.015625	0.015625
32	0	0.93046875	0.26944444444444443	0.01171875	0.00859375
32	0	0.575	0.18055555555555555	0.0390625	0.0328125
33	0	0.45625	0.3277777777777778	0.015625	0.015625
33	0	0.57578125	0.17777777777777778	0.04140625	0.034375
34	0	0.45546875	0.3277777777777778	0.0171875	0.015625
34	0	0.57734375	0.16805555555555557	0.0421875	0.03515625
35	0	0.45625	0.3277777777777778	0.015625	0.015625
35	0	0.58203125	0.16527777777777777	0.0359375	0.03515625
36	0	0.45625	0.3277777777777778	0.015625	0.015625
36	0	0.4296875	0.29444444444444445	0.01328125	0.0109375
36	0	0.58125	0.16527777777777777	0.0390625	0.03515625
37	0	0.45546875	0.3277777777777778	0.0171875	0.015625
37	0	0.58046875	0.1625	0.03828125	0.040625
38	0	0.45546875	0.3263888888888889	0.0140625	0.01484375
38	0	0.58046875	0.1638888888888889	0.0375	0.03984375
39	0	0.45546875	0.3277777777777778	0.0171875	0.015625
39	0	0.5828125	0.1625	0.040625	0.04140625
40	0	0.30703125	0.9208333333333333	0.01484375	0.01484375
40	0	0.45625	0.3277777777777778	0.015625	0.015625
40	0	0.5828125	0.1597222222222222	0.0390625	0.040625
41	0	0.45546875	0.3277777777777778	0.0140625	0.015625
41	0	0.58359375	0.1597222222222222	0.03671875	0.04140625
42	0	0.45625	0.3277777777777778	0.015625	0.015625
42	0	0.58359375	0.15833333333333333	0.0328125	0.04296875
43	0	0.3078125	0.9208333333333333	0.0140625	0.01328125
43	0	0.45546875	0.3277777777777778	0.0171875	0.015625
43	0	0.58515625	0.15555555555555556	0.03671875	0.04296875
44	0	0.3078125	0.9208333333333333	0.0140625	0.01328125
44	0	0.45625	0.3277777777777778	0.015625	0.015625
